Species	xvalues	yvalues
N. meningitidis	3.9	24.7783302159277
N. meningitidis	4	22.8427152630585
N. meningitidis	4.1	21.0583052224301
N. meningitidis	4.2	19.4132883824973
N. meningitidis	4.3	17.8967757301085
N. meningitidis	4.4	16.498728871847
N. meningitidis	4.5	15.2098935859586
N. meningitidis	4.6	14.02173856502
N. meningitidis	4.7	12.9263989438607
N. meningitidis	4.8	11.916624238929
N. meningitidis	4.9	10.9857303544909
N. meningitidis	5	10.127555337973
B. pseudomallei	0	3386.67139291151
B. pseudomallei	0.1	3092.87122141605
B. pseudomallei	0.2	2824.55877245294
B. pseudomallei	0.3	2579.52293771486
B. pseudomallei	0.4	2355.74442673699
B. pseudomallei	0.5	2151.37912633512
B. pseudomallei	0.6	1964.74290364402
B. pseudomallei	0.7	1794.29772752115
B. pseudomallei	0.8	1638.63899394487
B. pseudomallei	0.9	1496.48395095847
B. pseudomallei	1	1366.66112777225
B. pseudomallei	1.1	1248.10068091104
B. pseudomallei	1.2	1139.82557785181
B. pseudomallei	1.3	1040.94354549736
B. pseudomallei	1.4	950.639717135287
B. pseudomallei	1.5	868.169917287176
B. pseudomallei	1.6	792.854529109852
B. pseudomallei	1.7	724.072893811258
B. pseudomallei	1.8	661.258195927602
B. pseudomallei	1.9	603.892792312436
B. pseudomallei	2	551.503946344794
B. pseudomallei	2.1	503.659932202866
B. pseudomallei	2.2	459.966477099335
B. pseudomallei	2.3	420.063512159543
B. pseudomallei	2.4	383.622205167146
B. pseudomallei	2.5	350.342250724718
B. pseudomallei	2.6	319.949395498059
B. pseudomallei	2.7	292.193178150269
B. pseudomallei	2.8	266.844865340814
B. pseudomallei	2.9	243.69556678061
B. pseudomallei	3	222.554513809636
B. pseudomallei	3.1	203.247487311223
B. pseudomallei	3.2	185.615382007755
B. pseudomallei	3.3	169.512895306443
B. pseudomallei	3.4	154.807329890216
B. pseudomallei	3.5	141.377500186131
B. pseudomallei	3.6	129.112733699715
B. pseudomallei	3.7	117.911958985457
B. pseudomallei	3.8	107.682872737585
B. pseudomallei	3.9	98.3411791373017
B. pseudomallei	4	89.8098951880888
B. pseudomallei	4.1	82.0187163144971
B. pseudomallei	4.2	74.9034369964409
B. pseudomallei	4.3	68.4054216645683
B. pseudomallei	4.4	62.4711214964639
B. pseudomallei	4.5	57.0516331316965
B. pseudomallei	4.6	52.1022956691746
B. pseudomallei	4.7	47.5823226257462
B. pseudomallei	4.8	43.4544658230884
B. pseudomallei	4.9	39.6847084330479
B. pseudomallei	5	36.2419846518803
C. pseudotuberculosis	0	879.196943498199
C. pseudotuberculosis	0.1	787.848248819411
C. pseudotuberculosis	0.2	705.990697258472
C. pseudotuberculosis	0.3	632.638157617778
C. pseudotuberculosis	0.4	566.906957879484
C. pseudotuberculosis	0.5	508.005239681324
C. pseudotuberculosis	0.6	455.223418863985
C. pseudotuberculosis	0.7	407.925637169041
C. pseudotuberculosis	0.8	365.542102106761
C. pseudotuberculosis	0.9	327.562222712809
C. pseudotuberculosis	1	293.528458500844
C. pseudotuberculosis	1.1	263.030807509881
C. pseudotuberculosis	1.2	235.701867044355
C. pseudotuberculosis	1.3	211.212407604032
C. pseudotuberculosis	1.4	189.267406683277
C. pseudotuberculosis	1.5	169.602494659169
C. pseudotuberculosis	1.6	151.980769952374
C. pseudotuberculosis	1.7	136.189945093284
C. pseudotuberculosis	1.8	122.03978931232
C. pseudotuberculosis	1.9	109.359836845472
C. pseudotuberculosis	2	97.9973333472562
C. pseudotuberculosis	2.1	87.8153956716593
C. pseudotuberculosis	2.2	78.69136285213
C. pseudotuberculosis	2.3	70.5153184149922
C. pseudotuberculosis	2.4	63.1887662247184
C. pseudotuberculosis	2.5	56.6234439090785
C. pseudotuberculosis	2.6	50.7402595695933
C. pseudotuberculosis	2.7	45.4683389679326
C. pseudotuberculosis	2.8	40.7441717097899
C. pseudotuberculosis	2.9	36.5108461403802
C. pseudotuberculosis	3	32.7173637344116
C. pseudotuberculosis	3.1	29.318024721041
C. pseudotuberculosis	3.2	26.2718775424901
C. pseudotuberculosis	3.3	23.542225513994
C. pseudotuberculosis	3.4	21.0961847418545
C. pseudotuberculosis	3.5	18.9042879738752
C. pseudotuberculosis	3.6	16.9401296097954
C. pseudotuberculosis	3.7	15.1800475951933
C. pseudotuberculosis	3.8	13.6028383666609
C. pseudotuberculosis	3.9	12.1895014142178
C. pseudotuberculosis	4	10.9230103837286
C. pseudotuberculosis	4.1	9.78810796181347
C. pseudotuberculosis	4.2	8.77112207224805
C. pseudotuberculosis	4.3	7.8598011695841
C. pseudotuberculosis	4.4	7.04316664578835
C. pseudotuberculosis	4.5	6.31138057185364
C. pseudotuberculosis	4.6	5.65562718107644
C. pseudotuberculosis	4.7	5.0680066662398
C. pseudotuberculosis	4.8	4.54144001128491
C. pseudotuberculosis	4.9	4.06958371098631
C. pseudotuberculosis	5	3.64675335126564
